outlet_id,st_id,st_code,outlet_name,display_name,address,city_id,latitude,longitude,store_type,store_concept,open_time,close_time,delivery_open,delivery_close,delivery_distance_m,status,is_open,gmaps_url,phone,country
FC_0069,218,Fore Coffee Citra 6,Fore Coffee Citra 6,Citra 6,"Fore Coffee - Jl. Citra Garden VI, RT.4/RW.15, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820",1,-6.124985,106.710793,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://goo.gl/maps/BYi31dKswpmxjPSw6,8881007298,Indonesia
FC_0070,293,Citra Raya Cikupa,Fore Coffee Citra Raya Cikupa,Citra Raya Cikupa,"Fore Coffee - Citra Raya, Jl Raya Serang KM 14,7, Kec. Cikupa, Kab. Tangerang, Banten.",24,-6.2573019,106.5211278,all,store,07:00,22:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/cDbrLp2Y2wBmCuJD7,88978716565,Indonesia
FC_0071,113,Fore Coffee - Citra Xperience,Fore Coffee Citra Xperience,Citra Xperience,"Fore Coffee - Lower Ground Area Podium , Jalan Casa No.170, RT.13/RW.6, Kebon Kosong, Kemayoran,  Kb. Kosong, Kemayoran, Kota Jakarta Pusat",1,-6.158379,106.852662,all,store,07:30,22:00,07:30,21:30,5000,active,True,https://goo.gl/maps/i25kJbiib5KQr4yB9,8881029756,Indonesia
FC_0072,382,CICEL,Fore Coffee Citraland Celebes,Citraland Celebes,"Fore Coffee - Citraland Celebes, Jl. Tun Abdul Razak, Perum Citraland Celebes Blok F No.2 dan No. 3, Kelurahan Tombolo, Kecamatan Somba Opu, Kabupaten Gowa, Provinsi Sulawesi Selatan.",12,-5.1798714,119.4637547,all,store,07:00,23:00,07:00,22:30,5000,active,True,https://maps.app.goo.gl/WoPqks38gbYoCm9V7,88973609273,Indonesia
FC_0073,332,CLHLV,Fore Coffee Citraland helvetia,Citraland helvetia,"Fore Citraland helvetia -  Jalan Kapten Sumarsono Tanjung Gusta Kecamatan Sunggal, Medan Labuhan, Deli Serdang Regency, North Sumatra 20373",5,3.6271689,98.6629306,all,store,09:00,23:00,09:00,22:00,5000,active,True,https://maps.app.goo.gl/tEXsLttGtE6tWewQ6,8881021320,Indonesia
FC_0074,409,CLUSB,"Fore Coffee Citraland Utara, Surabaya","Citraland Utara, Surabaya","Fore Coffee Citraland Utara - Ruko Palma Galeria, Blok RB5 No 20-21 Citraland Utara, Surabaya (Jawa Timur)",3,-7.2618331,112.6346432,all,store,07:00,21:30,07:00,21:00,5000,active,True,https://maps.app.goo.gl/qi2pLhZweVFFkYEK9,8881026174,Indonesia
FC_0075,57,Fore Coffee Citywalk Gajah Mada,Fore Coffee Citywalk Gajah Mada,Citywalk Gajah Mada,"Fore Coffee - CITYWALK GAJAHMADA Groundfloor 8-9. Jl Gajahmada No. 211, Kota tua, glodok, Tamansari, kota Jakarta Barat",1,-6.145353,106.81515,all,store,08:00,21:00,08:00,20:30,5000,active,True,https://g.page/forecoffeecitywalk?share,8881029674,Indonesia
FC_0076,283,Fore Coffee - Ciumbuleuit,Fore Coffee Ciumbuleuit,Ciumbuleuit,"Fore Coffee - Jl. Ciumbuleuit No. 86, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",8,-6.8773982,107.6041493,all,store,08:00,22:00,08:00,21:00,5000,active,True,https://goo.gl/maps/mG6gbyCh3cjMG1mK8,88909611581,Indonesia
FC_0077,307,CNDET,Fore Coffee Condet,Condet,"Fore Coffee Condet - JI. Raya Condet No. 3 RT 005/RW 03, Kel. Balekambang, Kec. Kramat Jati, Jakarta Timur",1,-6.2932336,106.8556988,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/YptxwGdSwnnZcJrK6,8881021370,Indonesia
FC_0078,134,Daan Mogot,Fore Coffee Daan Mogot,Daan Mogot,"Fore Coffee - Lantai 1 Lobby, Teras Barat Extension. Gedung CIMB NIAGA Daan Mogot, Jl. Daan Mogot Raya No. 95C, Jakarta Barat 11510",1,-6.164016,106.775737,all,grab_and_go,07:00,18:00,07:00,18:00,5000,active,True,https://goo.gl/maps/L1fj4UrT9ApC8wKt8,8881594346,Indonesia
FC_0079,554,DAYA,Fore Coffee Daya Makassar,Daya Makassar,"Fore Coffee Daya Makassar - Ruko Daya Bussines Center, Jl. Perintis Kemerdekaan No.5, Daya, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90245",12,-5.1141,119.51161,all,store,07:00,22:00,07:00,21:00,5000,coming_soon,False,https://maps.app.goo.gl/8vTGbxsMTkmj9EMd9,88975974681,Indonesia
FC_0080,299,Dbotanica Bandung,Fore Coffee Dbotanica Bandung,Dbotanica Bandung,"Fore Coffee - Jl. Dr. Djunjunan No.143-149, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40173 (lantai LG, Blok A04T)",8,-6.893333,107.584824,all,store,08:00,22:00,08:00,21:00,5000,active,True,https://maps.app.goo.gl/G7qYSyghtxFzKSJV7,88978824434,Indonesia
FC_0081,322,ARKDA,Fore Coffee De Entrance Arkadia,De Entrance Arkadia,"Fore De Entrance Arkadia - Jl. TB Simatupang No.Kav. 88, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520. Unit GF - 04",1,-6.3003535,106.8336606,all,store,07:00,21:00,07:00,20:00,5000,active,True,https://maps.app.goo.gl/GmXrBk5VPfq1nZx76,8881021356,Indonesia
FC_0082,162,Fore Coffee Delipark Medan,Fore Coffee Delipark Medan,Delipark Medan,"Fore Coffee - Delipark Medan  Jl. Putri Hijau/Guru Patimpus No.1 OPQ, Medan 20111, Indonesia. No. Unit Toko LG-32A",5,3.593472,98.67654,all,store,10:00,22:00,10:00,21:00,5000,active,True,http://bit.ly/ForeDeliparkMedan,88973646060,Indonesia
FC_0083,324,DLTSR,Fore Coffee Deltasari Sidoarjo,Deltasari Sidoarjo,"Fore Deltasari Sidoarjo - KO Deltasari Indah AQ-05 RT 000/RW 00, Kel. Kureksari, Kec. Waru, Kab. Sidoarjo",36,-7.364546,112.732925,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/2gJ921EGGApr2fRm6,8881021357,Indonesia
FC_0084,414,DWST,Fore Coffee Dewi Sartika,Dewi Sartika,"Fore Coffee Dewi Sartika - Jl. Dewi Sartika No.370, RT.02RW04/RW.4, Kel. Cawang, Kec. Kramat Jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,-6.2458115937313625,106.86793085351864,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/xJGVwwYk2JNvVbRYA,8881026172,Indonesia
FC_0085,395,DWSRI,"Fore Coffee Dewi Sri,Bali","Dewi Sri,Bali","Fore Coffee - Dewi Sri, Jalan Dewi Sri No. 69 , Legian , Kuta - Badung , Bali. 80351",45,-8.7009089,115.1770698,all,store,07:00,23:00,08:00,22:00,5000,active,True,https://maps.app.goo.gl/jx5TViQ7EuDY6oPt5,881037616566,Indonesia
FC_0086,255,"Dipatiukur, Bandung","Fore Coffee Dipatiukur, Bandung","Dipatiukur, Bandung","Fore Coffee - Jl. Dipati Ukur No.71, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",8,-6.8892925,107.6155873,all,store,07:00,23:30,07:00,22:00,5000,active,True,https://goo.gl/maps/cXmCQQAVA6s9SrT1A,8881701714,Indonesia
FC_0087,328,DPPKY,Fore Coffee Diponegoro Palangkaraya,Diponegoro Palangkaraya,"Fore Coffee Diponegoro Palangkaraya - Jl. Diponegoro No. KSV 05 - 06, Langkai, Kec. Pahandut, Kota Palangka Raya, Kalimantan Tengah",47,-2.214968,113.92418,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/9w7LBsZ2TNaKL3RY7,8881021350,Indonesia
FC_0088,482,SLTGA,Fore Coffee Diponegoro Salatiga,Diponegoro Salatiga,"Fore Coffee Diponegoro Salatiga - Jl. Diponegoro No.57, Salatiga, Kec. Sidorejo, Kota Salatiga, Jawa Tengah 50711",66,-7.3198326,110.4981335,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/J8d3oDb9QvoBXJFd8,87783795586,Indonesia
FC_0089,56,Fore Coffee Djakarta Theater,Fore Coffee Djakarta Theater,Djakarta Theater,"Fore Coffee - Gedung Djakarta Theater Lantai dasar, Koridor Unit A2a Jl. M.H. Thamrin No.9, RT.2/RW.1, Kb. Sirih, Menteng, Kota Jakarta Pusat",1,-6.1866151,106.823774,all,leisure,07:00,20:00,07:00,19:00,5000,active,True,https://goo.gl/maps/jCBtLzAwwG6ZGJJv9,8881594056,Indonesia
FC_0090,83,Fore Coffee DMall Depok,Fore Coffee DMall Depok,DMall Depok,"Fore Coffee - Jl. Margonda Raya Kav. 88, Kemiri Muka, Beji, Kemiri Muka, Beji, Kota Depok",6,-6.387019,106.826807,all,fore_go,09:00,22:00,09:00,21:00,5000,active,True,https://goo.gl/maps/9MDHBEPdDhobuS5k7,8881030325,Indonesia
FC_0091,447,DTSG,Fore Coffee Downtown Serpong,Downtown Serpong,"Fore Coffee - Downtown Serpong. JL. Medang Lestari, Blok D.IV K.34, Medang, Pagedangan, Medang, Tangerang, Banten, Kabupaten Tangerang, Banten 15334",24,-6.26248,106.607381,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/7doxn6gVH3MYgrBW6,87841191099,Indonesia
FC_0092,251,"DP Mall, Semarang","Fore Coffee DP Mall, Semarang","DP Mall, Semarang","Fore Coffee - Jl. Pemuda No.150, Sekayu, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50132 (Unit G01 dan G01 - A SO)",11,-6.9826965,110.4118696,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/JEjEMZcpABf4NtF36,8881701662,Indonesia
FC_0093,315,DRMGA,Fore Coffee Dramaga Bogor,Dramaga Bogor,"Fore Coffee Dramaga Bogor - Jl. Nasional 11 21-24, RT.03/RW.02, Margajaya, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16116",10,-6.572523474691235,106.74547898307644,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/ti4mUT64vitAqtTV7,8881021360,Indonesia
FC_0094,551,FCDMI,Fore Coffee DUMAI,DUMAI,"Fore Coffee Dumai - Jl. Sultan Syarif Kasim, Dumai Kota, Kec. Dumai Kota, Kota Dumai, Riau 28811",72,1.6781695,101.447711,all,store,07:00,22:00,07:00,21:00,5000,coming_soon,False,https://maps.app.goo.gl/ogavoLfyMK3x2A7D9,88975974675,Indonesia
FC_0095,214,Fore Coffee Duta Mall Banjarmasin,Fore Coffee Duta Mall Banjarmasin,Duta Mall Banjarmasin,"Fore Coffee - Jl. A. Yani No.98, Melayu, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70232 (Lt1 Bersebelahan dengan Resto AW, masuk dari Lobby Mall dekat Hotel Mercure)",15,-3.323133,114.6006201,all,store,08:00,22:00,08:00,21:00,5000,active,True,"https://www.google.com/maps?q=-3.323133,114.603195",88975341791,Indonesia
FC_0096,511,EAST,Fore Coffee Eastvara BSD,Eastvara BSD,"Fore Coffee - Unit NA.01-16 Eastvara Mall,   Jl. BSD Boulevard Utara, Cijantra, Kec. Pagedangan, Kabupaten Tangerang, Banten 15854",24,-6.2945846,106.6070215,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/CFWSEgFLLabe71H37,88975974694,Indonesia
FC_0097,352,ELPIK,Fore Coffee Elang Laut PIK,Elang Laut PIK,"Fore Coffee Elang Laut PIK - Jl. Pantai Indah Selatan 1 Pantai Indah Kapuk, Ruko Elang Laut Boulevard, Pantai Indah Kapuk Blok D No. 12, Jakarta Utara",1,-6.1236379,106.7403868,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/XYYzpdmcapDpcmvD7,8881050943,Indonesia
FC_0098,415,EPIW,Fore Coffee Epiwalk,Epiwalk,"Fore Coffee - Epiwalk, Ground Floor, Unit GF-18, Jl. Epicentrum Boulevard Bar., RT.2/RW.5, Kel. Karet Kuningan, Kec. Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,-6.218097533570988,106.8352811,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/h91ysyJikUUmvy4aA,8881026179,Indonesia
FC_0099,538,ICEBSD,Fore Coffee Event BCA - Expoversary,Event BCA - Expoversary,"Fore Coffee Event BCA - Expoversary - Jl. BSD Grand Boulevard No.1, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Banten 15339",2,-6.3004202,106.6353574,pickup_only,store,09:00,21:00,,,5000,coming_soon,False,https://maps.app.goo.gl/1Mu9Zx3cNmu5LjEV8,80808080808,Indonesia
FC_0100,448,FLCTY,Fore Coffee Felicity Sawangan,Felicity Sawangan,"Fore Coffee Felicity Sawangan - Ruko Felicity, Jl. Raya Parung - Ciputat No.3, Kedaung, Kec. Sawangan, Kota Depok, Jawa Barat 16515",6,-6.37968,106.74655,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/5fpNJtnpGDQx1VdC8,87841191095,Indonesia
FC_0101,503,FCTLK,Fore Coffee Festival City Link Bandung,Festival City Link Bandung,"Fore Coffee Festival City Link Bandung - Jl. Peta No.241, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40232",8,-6.9296962,107.5836676,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://maps.app.goo.gl/JW3g1pHYwHANCvZU6,88975974691,Indonesia
FC_0102,512,FJSBY,Fore Coffee Food Junction Surabaya,Food Junction Surabaya,"Food Junction Surabaya - Jalan Grand Banjar Mutiara Asri No.1, Banjar Sugihan, Kec. Tandes, Surabaya, Jawa Timur 60184",3,-7.2504764,112.6609071,all,store,11:00,22:00,11:00,21:00,5000,active,True,https://maps.app.goo.gl/AkYwkPszqJcvyqPc7,88297302009,Indonesia
FC_0103,463,FPMND,Fore Coffee Freshmart Paniki Manado,Freshmart Paniki Manado,"Fore Coffee - Jl. A.A. Maramis, Paniki Bawah, Kec. Mapanget, Kota Manado, Sulawesi Utara",41,1.50933,124.90862,all,store,08:00,22:00,08:00,21:00,5000,active,True,https://maps.app.goo.gl/eXRmk1FxbQTyStD17,88297302026,Indonesia
FC_0104,229,Fore Coffee Gaia Bumi Raya City,Fore Coffee Gaia Bumi Raya City,Gaia Bumi Raya City,"Fore Coffee - Jl. Arteri Supadio, Sungai Raya, Kec. Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78121 unit GF 17A",28,-0.076665,109.3692679,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://www.gaiabumirayacity.com/,88905451973,Indonesia
FC_0105,464,GMMJK,Fore Coffee Gajah Mada Mojokerto,Gajah Mada Mojokerto,"Fore Coffee Gadjah Mada Mojokerto -  Jl. Gajah Mada, Mergelo, Balongsari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61314",63,-7.4662858,112.4394146,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/jooZ7SdoETx9p3T5A,88973599951,Indonesia
FC_0106,436,GJMDP,Fore Coffee Gajah Mada Pontianak,Gajah Mada Pontianak,"Fore Coffee Gajah Mada Pontianak - Jl. Gajah Mada No.70 G, Benua Melayu Darat, Kec. Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243",28,-0.03271,109.34077,all,store,07:00,23:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/T7FCLKFv4xYAsRVj7,81944216485,Indonesia
FC_0107,502,GMSBY,Fore Coffee Galaxy Mall Surabaya,Galaxy Mall Surabaya,"Fore Coffee Galaxy Mall Surabaya - Galaxy Mall, Jl. Dr. Ir. H. Soekarno No.3, Mulyorejo, Surabaya, East Java 60115",3,-7.2741549,112.7820621,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/RbRDMRsTSLELXC3z5,88975974688,Indonesia
FC_0108,292,Galuh Mas Karawang,Fore Coffee Galuh Mas Karawang,Galuh Mas Karawang,"Fore Coffee - Galuh Mas Street Festival Blok III No. H-1, Kel. Sukaharja, Kec. Teluk Jambe Timur, Kab. Karawang, Jawa BaratShare loc : -6,3268529, 107,2922615",25,-6.3268529,107.2922615,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/ojW928cpQUGjt7Te7,8871167672,Indonesia
FC_0109,98,Fore Coffee Gama Tower,Fore Coffee Gama Tower,Gama Tower,"Fore Coffee - Jl. H. R. Rasuna Said No.Kav. C-22,Karet Kuningan, Kecamatan Setiabudi, Jakarta Selatan",1,-6.223848,106.833467,all,leisure,07:00,19:00,07:00,18:00,5000,active,True,https://goo.gl/maps/U1KyrVzLfMaEfsf77,8881594173,Indonesia
FC_0110,36,Fore Coffee Gandaria CIty,Fore Coffee Gandaria City,Gandaria City,"Fore Coffee - Gandaria City Mall Lantai Upper Ground, Mainstreet Dining, Jl. Sultan Iskandar Muda, Kebayoran Lama, Jakarta Selatan (Di depan Tony Roma's)",1,-6.243146,106.783051,all,store,08:00,22:00,08:00,21:00,5000,active,True,https://goo.gl/maps/LNpNkCUtGoGyYVfeA,8881029671,Indonesia
FC_0111,265,Fore Coffee Gatsu Bali,"Fore Coffee Gatot Subroto, Bali","Gatot Subroto, Bali","Fore Coffee - Gatot Subroto, Jl. Gatot Subroto Tengah No.309, Dangin Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80233",20,-8.63607,115.216914,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://goo.gl/maps/UChHFFQDLomjSNU4A?coh=178573&entry=tt,8881076014,Indonesia
FC_0112,454,GTSBR,Fore Coffee Gatsu Barat,Gatsu Barat,"Fore Coffee Gatsu Barat - Jl Gatot Subroto Barat, Padangsambian Kaja, Kec. Denpasar Bar., Kota Denpasar, Bali 80117",45,-8.6369318,115.1821943,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/BRfpAQEnWBjdXMAMA,88297302003,Indonesia
FC_0113,356,GSSMG,"Fore Coffee Gayamsari, Semarang","Gayamsari, Semarang","Fore Coffee Gayamsari, Semarang - Jl. Majapahit No. 127, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50248",11,-7.0022133,110.4481167,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/ZeAhDTdkK8zp54tN6,8881051359,Indonesia
FC_0114,500,GYRBL,Fore Coffee Gianyar Bali,Gianyar Bali,"Fore Coffee Gianyar Bali - Jl. Ciung Wanara-Gianyar No.10, Gianyar, Kec. Gianyar, Kabupaten Gianyar, Bali 80511",45,-8.5400031,115.3217311,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/MfYqrU1dX2Gx4Sxh6,88975974697,Indonesia
FC_0115,223,Fore Coffee Godean,Fore Coffee Godean,Godean,"Fore Coffee - Godean Km 1/Kv.1-6,Rt.001/Rw.005,Kelurahan Ngestiharjo ,Kecamatan Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55182",13,-7.781279,110.350298,all,leisure,07:00,22:00,07:00,21:00,5000,active,True,https://goo.gl/maps/U93xNSsADGawd7Y29,8881041797,Indonesia
FC_0116,238,Fore Coffee Golden Vienna,Fore Coffee Golden Vienna,Golden Vienna,"Fore Coffee - Ruko Golden Vienna Extension, Kelurahan Rawa Buntu, Kecamatan Serpong , Kota Tangerang Selatan, Banten 15310",2,-6.321286,106.682865,all,store,07:00,22:00,07:00,22:00,5000,active,True,https://goo.gl/maps/x7A7kcs3xc8xv7fq5,88905452036,Indonesia
FC_0117,206,Fore Coffee Graha Raya,Fore Coffee Graha Raya,Graha Raya,"Fore Coffee - Ruko Melia Walk MDA No. 38, Jalan Graha Raya Bintaro, Paku Jaya, Serpont Utara, Tangerang Selatan – Banten",2,-6.2379361,106.6771589,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/U1mS1CNhw5dkP7Wf9,88975341792,Indonesia
FC_0118,497,GRSMG,Fore Coffee Graha Rimba Semarang,Graha Rimba Semarang,"Fore coffee Graha Rimba Semarang - Jl. Pahlawan No.15-17, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50249",11,-6.9956358,110.4200063,pickup_only,store,07:00,22:00,,,5000,active,True,https://maps.app.goo.gl/vVdoqArCUaiXoW5G6,88975974704,Indonesia
FC_0119,316,GDCTY,Fore Coffee Grand Depok City,Grand Depok City,"Fore Coffee Grand Depok City - Ruko Verbena Blok D/18, Kel. Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat",6,-6.4136236,106.8208616,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/ptpM78KocYAHdCG66,8881021361,Indonesia
FC_0120,416,GRKTB,Fore Coffee Grand Kota Bintang,Grand Kota Bintang,"Fore Coffee Grand Kota Bintang - Jl. Kota Bintang Boulevard No.Kavling 1, Jakasampurna, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17145",7,-6.245095,106.955853,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/5CvHUTwzL33cnVG66,8881026177,Indonesia
FC_0121,524,GMM,Fore Coffee Grand Metropolitan Mall,Grand Metropolitan Mall,"Fore Coffee Grand Metropolitan Mall - Jl. Inspeksi Kalimalang 52, RT. 007/RW. 003, Pekayon Jaya, Kec. Bekasi Selatan, Kota Bekasi, Jawa Barat",7,-6.24839,106.98269,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://maps.app.goo.gl/QPxcc494hAsJpRgv8,88975974668,Indonesia
FC_0122,300,Grand Wisata,Fore Coffee Grand Wisata,Grand Wisata,"Fore Coffee - Jl. Festive Garden Blok AA.16/26, Kel. Lambangsari, Kec. Tambun Selatan, Kab. Bekasi, Jawa Barat",7,-6.278706,107.046112,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/DE8kdCvc61rx86bK9,88978621009,Indonesia
FC_0123,122,Green Pramuka Square Mall,Fore Coffee Green Pramuka Square Mall,Green Pramuka Square Mall,"Fore Coffee - Jl. Rw. Jaya No.49, RT.16/RW.9, Rawasari, Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 13120",1,-6.189223,106.874207,all,store,09:00,22:00,09:00,21:00,5000,active,True,https://goo.gl/maps/Bu9FakvRrZFWmbQA9,8881594403,Indonesia
FC_0124,388,GLSUN,Fore Coffee Greenlake Sunter,Greenlake Sunter,"Fore Coffee - Greenlake Sunter, Ruko Green lake, Jl. Danau Sunter Selatan, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta",1,-6.1455422,106.8764584,all,store,07:00,22:00,07:00,21:30,5000,active,True,https://maps.app.goo.gl/p314LxGu9Qnx3X8q7,88973609247,Indonesia
FC_0125,268,Fore Greenville Jakarta,"Fore Coffee Greenville, Jakarta","Greenville, Jakarta","Fore Coffee - Jl. Tanjung duren barat, RT02/RW09, Duri Kepa, Kec. Kebon Jeruk, Kota Jakarta Barat, DKI Jakarta 11510",1,-6.1694152,106.7721594,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://goo.gl/maps/i9Y8DMcjH7sgQcqa6,8881075950,Indonesia
FC_0126,181,Fore Griya Buah Batu,Fore Coffee Griya Buah Batu,Griya Buah Batu,"Fore Coffee - Jl. Buah Batu No.183-185, Turangga, Kec. Lengkong, Kota Bandung, Jawa Barat 40264",8,-6.940921,107.626796,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://goo.gl/maps/DfajED9SP3X4ypvS7,8881030338,Indonesia
FC_0127,467,SLMSB,Fore Coffee Gubeng Siloam Surabaya,Gubeng Siloam Surabaya,"Fore Coffee Gubeng Siloam Surabaya - Jl. Raya Gubeng No.80, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",3,-7.2744625,112.7463912,pickup_only,store,07:00,21:00,,,5000,active,True,https://maps.app.goo.gl/ugHAm2nQuFdXowqd9,88297302013,Indonesia
FC_0128,267,Fore Gwalk Surabaya,"Fore Coffee Gwalk, Surabaya","Gwalk, Surabaya","Fore Coffee - Jl. Raya Puri Widya Kencana K1-19 Lidah Kulon, Lakarsantri, Surabaya, East Java 60213",3,-7.292503,112.654224,all,store,07:00,23:00,07:00,21:00,5000,active,True,https://goo.gl/maps/uTPFbmhvC6kyj4Vk6,8881084680,Indonesia
FC_0129,208,Fore Coffee Harapan Indah,Fore Coffee Harapan Indah,Harapan Indah,"Fore Coffee - Ruko Sentra Niaga SN1 No 17, Jln Boulevard Hijau Raya, Kota Harapan Indah, Bekasi",7,-6.186173,106.977989,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://goo.gl/maps/c2fMUx7nVLHuu9Lk6,88973646072,Indonesia
FC_0130,348,HBBJM,Fore Coffee Hasan Basri Banjarmasin,Hasan Basri Banjarmasin,"Fore Coffee Hasan Basri Banjarmasin - Jl. Hasan Basri No. 46B Kel. Sungai Niai, Kec. Banjar Utara, Kota Banjarmasin, Kalimantan Selatan",15,-3.2935026,114.5893034,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/NtUCxUxgatJvXi3q6,8881051307,Indonesia
FC_0131,291,Hayam Wuruk Kediri,Fore Coffee Hayam Wuruk Kediri,Hayam Wuruk Kediri,"Fore Coffee - Jl. Hayam Wuruk No. 28, Kelurahan Dandangan, Kecamatan Kota Kediri, Kota Kediri, Propinsi Jawa Timur.",39,-7.8151726,112.0171587,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/q2bXW1EXX5fKfnCx7,88978458251,Indonesia
FC_0132,347,IBALI,Fore Coffee Icon Bali,Icon Bali,"Fore Coffee Icon Bali Jl. Danau Tamblingan No.27, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia. Unit BF 12",20,-8.6866497,115.2627903,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://maps.app.goo.gl/3F9GKjMSXgSZqCn27,8881051308,Indonesia
FC_0133,288,Indragiri Surabaya,Fore Coffee Indragiri Surabaya,Indragiri Surabaya,"Fore Coffee - Jl. Indragiri 9 RT 006/RW 01, Kel. Darmo, Kec. Wonokromo, Surabaya",3,-7.2877519,112.7318302,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://goo.gl/maps/GqEVdBEKf9aT2Pq49,88978805844,Indonesia
FC_0134,325,ISKDR,Fore Coffee Iskandar Muda,Iskandar Muda,"Fore Iskandar Muda - Jl. Iskandar Muda No. 20, Darat, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222",5,3.5746314,98.6609769,all,store,08:00,23:00,08:00,22:00,5000,active,True,https://maps.app.goo.gl/n9XhZXAenCxTftdX9,8881021329,Indonesia
FC_0135,550,JRPB,Fore Coffee Jalan Riau Pekanbaru,Jalan Riau Pekanbaru,"Fore Coffee Jalan Riau Pekanbaru - Jl. Riau No.89, Kp. Baru, Kec. Senapelan, Kota Pekanbaru, Riau 28155",35,0.5351843,101.431725,all,store,07:00,22:00,07:00,21:00,5000,coming_soon,False,https://maps.app.goo.gl/H3C7ujDdPgPuzSRQ9,88975974679,Indonesia
