transaction_id,date,time,outlet_id,outlet_name,city,province,menu_id,menu_name,category,quantity,unit_price,total_amount,channel
TXN_004390,2025-07-10,10:36,FC_0299,Fore Coffee Puri Indah Mall,Jakarta Barat,DKI Jakarta,SIG04,Iced Pandan Latte,Fore Signature,3,29000,87000,ShopeeFood
TXN_004391,2025-01-30,18:28,FC_0323,Fore Coffee Location 1,Kediri,Jawa Timur,COF07,Double Iced Shaken Latte,Coffee,1,33000,33000,GrabFood
TXN_004392,2025-04-23,16:30,FC_0269,Fore Coffee Krakatau,Medan,Sumatera Utara,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Dine-in
TXN_004393,2025-09-26,14:34,FC_0057,Fore Coffee Location 2,Sukabumi,Jawa Barat,DEL02,Chicken Teriyaki Sandwich,Fore Deli,2,39000,78000,Pick-up (App)
TXN_004394,2026-02-18,08:02,FC_0112,Fore Coffee Location 2,Palu,Sulawesi Tengah,AMR01,Iced Americano,Americano,1,23000,23000,GrabFood
TXN_004395,2026-03-08,10:24,FC_0211,Fore Coffee Alauddin,Makassar,Sulawesi Selatan,AMR01,Iced Americano,Americano,4,23000,92000,GoFood
TXN_004396,2025-10-02,08:34,FC_0132,Fore Coffee Beachwalk Kuta,Denpasar,Bali,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Pick-up (App)
TXN_004397,2025-11-29,08:18,FC_0086,Fore Coffee Hartono Mall Solo,Solo,Jawa Tengah,NCF01,Iced Dark Chocolate,Non Coffee,2,34000,68000,GrabFood
TXN_004398,2025-03-22,16:55,FC_0221,Fore Coffee Central Park,Jakarta Barat,DKI Jakarta,COF04,Iced Bumi Latte,Coffee,2,25000,50000,Dine-in
TXN_004399,2026-01-18,15:59,FC_0101,Fore Coffee Area 18,Bandung,Jawa Barat,COF04,Iced Bumi Latte,Coffee,1,25000,25000,GrabFood
TXN_004400,2025-03-01,12:03,FC_0145,Fore Coffee Location 1,Pontianak,Kalimantan Barat,SIG01,Iced Aren Latte,Fore Signature,3,29000,87000,GoFood
TXN_004401,2026-02-25,15:56,FC_0171,Fore Coffee Location 2,Samarinda,Kalimantan Timur,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,Dine-in
TXN_004402,2025-07-15,09:07,FC_0315,Fore Coffee Location 5,Badung,Bali,COF05,Iced Malty Latte,Coffee,1,27000,27000,Pick-up (App)
TXN_004403,2025-04-13,12:05,FC_0139,Fore Coffee Gandaria City,Jakarta Selatan,DKI Jakarta,AMR02,Hot Americano,Americano,1,23000,23000,GrabFood
TXN_004404,2025-02-09,18:05,FC_0169,Fore Coffee The Breeze BSD,Tangerang,Banten,COF02,Hot Cafe Latte,Coffee,1,29000,29000,Dine-in
TXN_004405,2025-04-01,08:45,FC_0101,Fore Coffee Area 18,Bandung,Jawa Barat,SIG01,Iced Aren Latte,Fore Signature,5,29000,145000,GoFood
TXN_004406,2026-02-14,16:56,FC_0050,Fore Coffee Grand Indonesia,Jakarta Pusat,DKI Jakarta,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,ShopeeFood
TXN_004407,2025-06-08,20:19,FC_0313,Fore Coffee BTC Fashion Mall,Bandung,Jawa Barat,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,Dine-in
TXN_004408,2025-03-30,17:50,FC_0023,Fore Coffee Location 5,Bogor,Jawa Barat,AMR01,Iced Americano,Americano,1,23000,23000,Pick-up (App)
TXN_004409,2026-01-14,08:22,FC_0202,Fore Coffee Detos,Depok,Jawa Barat,SIG02,Hot Aren Latte,Fore Signature,1,29000,29000,ShopeeFood
TXN_004410,2025-04-26,14:43,FC_0112,Fore Coffee Location 2,Palu,Sulawesi Tengah,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,GoFood
TXN_004411,2025-05-13,14:10,FC_0325,Fore Coffee Oakwood Mega Kuningan,Jakarta Selatan,DKI Jakarta,AMR04,Iced Triple Peach Americano,Americano,1,34000,34000,GrabFood
TXN_004412,2026-03-02,08:54,FC_0113,Fore Coffee Location 2,Purwokerto,Jawa Tengah,COF11,Iced Buttercream Tiramisu Latte,Coffee,1,34000,34000,Pick-up (App)
TXN_004413,2025-10-22,13:22,FC_0034,Fore Coffee Location 2,Mataram,Nusa Tenggara Barat,COF01,Iced Cafe Latte,Coffee,2,29000,58000,GoFood
TXN_004414,2026-03-13,17:56,FC_0248,Fore Coffee Area 6,Solo,Jawa Tengah,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,3,33000,99000,Pick-up (App)
TXN_004415,2026-01-24,17:22,FC_0076,Fore Coffee Location 1,Mataram,Nusa Tenggara Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,GrabFood
TXN_004416,2025-09-20,08:29,FC_0238,Fore Coffee Cinere Bellevue,Depok,Jawa Barat,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,ShopeeFood
TXN_004417,2026-01-01,13:41,FC_0202,Fore Coffee Detos,Depok,Jawa Barat,SIG04,Iced Pandan Latte,Fore Signature,2,29000,58000,ShopeeFood
TXN_004418,2025-08-18,10:44,FC_0271,Fore Coffee Location 5,Batam,Kepulauan Riau,COF10,Hot Espresso,Coffee,1,21000,21000,GrabFood
TXN_004419,2025-11-01,13:22,FC_0094,Fore Coffee Lippo Mall Kuta,Denpasar,Bali,SIG04,Iced Pandan Latte,Fore Signature,2,29000,58000,Pick-up (App)
TXN_004420,2025-07-23,10:23,FC_0243,Fore Coffee Braga City Walk,Bandung,Jawa Barat,COF01,Iced Cafe Latte,Coffee,1,29000,29000,Pick-up (App)
TXN_004421,2026-03-20,08:44,FC_0117,Fore Coffee Location 3,Badung,Bali,REF02,Hibiscus Lychee Peach Yakult,Refresher,2,29000,58000,Pick-up (App)
TXN_004422,2025-03-05,14:13,FC_0113,Fore Coffee Location 2,Purwokerto,Jawa Tengah,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Dine-in
TXN_004423,2026-01-27,10:45,FC_0112,Fore Coffee Location 2,Palu,Sulawesi Tengah,REF01,Iced Coco Peach Fusion,Refresher,1,29000,29000,ShopeeFood
TXN_004424,2025-05-29,09:57,FC_0070,Fore Coffee BSD Junction,Tangerang Selatan,Banten,COF09,Iced Caramel Praline Macchiato,Coffee,2,34000,68000,Dine-in
TXN_004425,2025-09-13,09:34,FC_0204,Fore Coffee Ciputra World,Jakarta Selatan,DKI Jakarta,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,ShopeeFood
TXN_004426,2025-06-03,10:12,FC_0018,Fore Coffee Solo Paragon Mall,Solo,Jawa Tengah,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Dine-in
TXN_004427,2025-12-13,13:49,FC_0113,Fore Coffee Location 2,Purwokerto,Jawa Tengah,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Dine-in
TXN_004428,2025-09-17,11:33,FC_0275,Fore Coffee Location 2,Batam,Kepulauan Riau,COF01,Iced Cafe Latte,Coffee,3,29000,87000,ShopeeFood
TXN_004429,2025-08-02,11:21,FC_0222,Fore Coffee East Coast Center,Surabaya,Jawa Timur,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,GrabFood
TXN_004430,2025-03-31,10:37,FC_0112,Fore Coffee Location 2,Palu,Sulawesi Tengah,COF06,Iced Dirty Matchapresso,Coffee,2,31000,62000,GrabFood
TXN_004431,2025-05-20,17:20,FC_0241,Fore Coffee Ring Road City Walk,Medan,Sumatera Utara,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Pick-up (App)
TXN_004432,2025-07-06,10:52,FC_0214,Fore Coffee Pandanaran,Semarang,Jawa Tengah,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,GoFood
TXN_004433,2025-06-20,12:32,FC_0182,Fore Coffee Metropolitan Mall,Bekasi,Jawa Barat,COF09,Iced Caramel Praline Macchiato,Coffee,1,34000,34000,GoFood
TXN_004434,2026-02-08,14:46,FC_0028,Fore Coffee Epicentrum Walk,Jakarta Selatan,DKI Jakarta,SIG04,Iced Pandan Latte,Fore Signature,4,29000,116000,Pick-up (App)
TXN_004435,2025-02-18,09:22,FC_0319,Fore Coffee Location 2,Tegal,Jawa Tengah,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,Pick-up (App)
TXN_004436,2025-12-29,10:03,FC_0250,Fore Coffee Menteng,Jakarta Pusat,DKI Jakarta,REF02,Hibiscus Lychee Peach Yakult,Refresher,2,29000,58000,Dine-in
TXN_004437,2025-01-23,14:23,FC_0135,Fore Coffee AEON Mall JGC,Jakarta Timur,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Dine-in
TXN_004438,2025-06-17,14:43,FC_0042,Fore Coffee Malang Town Square,Malang,Jawa Timur,COF10,Hot Espresso,Coffee,2,21000,42000,Dine-in
TXN_004439,2026-03-02,08:27,FC_0284,Fore Coffee Simpang Lima,Semarang,Jawa Tengah,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,Pick-up (App)
TXN_004440,2026-01-29,14:42,FC_0227,Fore Coffee Location 1,Palu,Sulawesi Tengah,NCF01,Iced Dark Chocolate,Non Coffee,1,34000,34000,ShopeeFood
TXN_004441,2025-11-29,12:02,FC_0274,Fore Coffee Summarecon Mall Serpong,Tangerang,Banten,SIG05,Hot Pandan Latte,Fore Signature,1,29000,29000,Dine-in
TXN_004442,2025-11-06,12:06,FC_0038,Fore Coffee The Cathay,Singapore,Singapore,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,GrabFood
TXN_004443,2026-03-07,12:13,FC_0080,Fore Coffee Kebon Jeruk,Jakarta Barat,DKI Jakarta,SIG02,Hot Aren Latte,Fore Signature,1,29000,29000,Pick-up (App)
TXN_004444,2025-12-20,16:41,FC_0148,Fore Coffee Location 2,Pontianak,Kalimantan Barat,NCF04,Iced Almond Choco,Non Coffee,1,39000,39000,GoFood
TXN_004445,2025-01-11,10:34,FC_0024,Fore Coffee Location 2,Bandar Lampung,Lampung,TEA01,Iced English Breakfast,Tea,2,29000,58000,Pick-up (App)
TXN_004446,2025-04-14,16:31,FC_0051,Fore Coffee Area 11,Medan,Sumatera Utara,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Pick-up (App)
TXN_004447,2026-02-27,21:44,FC_0152,Fore Coffee Mega Bekasi,Bekasi,Jawa Barat,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,Dine-in
TXN_004448,2025-08-03,13:32,FC_0334,Fore Coffee Wahid Hasyim,Jakarta Pusat,DKI Jakarta,NCF02,Iced Matcha Green Tea,Non Coffee,1,34000,34000,Pick-up (App)
TXN_004449,2025-10-26,14:30,FC_0317,Fore Coffee Marvell City,Surabaya,Jawa Timur,SIG01,Iced Aren Latte,Fore Signature,4,29000,116000,Dine-in
TXN_004450,2025-01-30,19:40,FC_0095,Fore Coffee Sanur,Denpasar,Bali,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Pick-up (App)
TXN_004451,2025-01-05,07:53,FC_0295,Fore Coffee Sudirman Park,Jakarta Selatan,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,GrabFood
TXN_004452,2025-07-17,10:01,FC_0204,Fore Coffee Ciputra World,Jakarta Selatan,DKI Jakarta,COF01,Iced Cafe Latte,Coffee,2,29000,58000,GrabFood
TXN_004453,2026-01-30,10:34,FC_0015,Fore Coffee Festival Citylink,Bandung,Jawa Barat,NCF02,Iced Matcha Green Tea,Non Coffee,1,34000,34000,Dine-in
TXN_004454,2025-06-02,16:47,FC_0051,Fore Coffee Area 11,Medan,Sumatera Utara,COF05,Iced Malty Latte,Coffee,2,27000,54000,GoFood
TXN_004455,2026-01-24,08:00,FC_0070,Fore Coffee BSD Junction,Tangerang Selatan,Banten,COF08,Iced Nutty Oat Latte,Coffee,1,39000,39000,GrabFood
TXN_004456,2025-12-11,14:03,FC_0014,Fore Coffee Bekasi Junction,Bekasi,Jawa Barat,SIG01,Iced Aren Latte,Fore Signature,3,29000,87000,GrabFood
TXN_004457,2025-10-28,13:20,FC_0103,Fore Coffee Location 1,Batam,Kepulauan Riau,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,5,33000,165000,Dine-in
TXN_004458,2025-02-25,10:09,FC_0190,Fore Coffee The Park Solo,Solo,Jawa Tengah,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,GoFood
TXN_004459,2025-12-06,13:54,FC_0240,Fore Coffee Kemang,Jakarta Selatan,DKI Jakarta,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,GrabFood
TXN_004460,2025-11-23,16:26,FC_0231,Fore Coffee Location 1,Bandar Lampung,Lampung,COF04,Iced Bumi Latte,Coffee,3,25000,75000,Dine-in
TXN_004461,2025-08-06,08:01,FC_0129,Fore Coffee Kebayoran Baru,Jakarta Selatan,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,3,33000,99000,GrabFood
TXN_004462,2025-12-20,19:47,FC_0061,Fore Coffee Location 4,Balikpapan,Kalimantan Timur,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,Dine-in
TXN_004463,2025-05-29,08:53,FC_0025,Fore Coffee Metropolis Town Square,Tangerang,Banten,AMR03,Iced Manuka Americano,Americano,1,29000,29000,GoFood
TXN_004464,2025-10-30,11:10,FC_0257,Fore Coffee Senen,Jakarta Pusat,DKI Jakarta,NCF04,Iced Almond Choco,Non Coffee,2,39000,78000,Dine-in
TXN_004465,2025-10-31,13:21,FC_0230,Fore Coffee Meruya,Jakarta Barat,DKI Jakarta,COF06,Iced Dirty Matchapresso,Coffee,1,31000,31000,ShopeeFood
TXN_004466,2025-05-03,20:09,FC_0285,Fore Coffee Thamrin City,Jakarta Pusat,DKI Jakarta,COF07,Double Iced Shaken Latte,Coffee,4,33000,132000,GrabFood
TXN_004467,2025-04-09,16:08,FC_0034,Fore Coffee Location 2,Mataram,Nusa Tenggara Barat,DEL02,Chicken Teriyaki Sandwich,Fore Deli,1,39000,39000,Pick-up (App)
TXN_004468,2026-02-02,19:30,FC_0304,Fore Coffee Aeon Mall BSD,Jakarta Selatan,DKI Jakarta,SIG06,Iced Buttercream Latte,Fore Signature,1,33000,33000,Dine-in
TXN_004469,2025-02-06,12:54,FC_0220,Fore Coffee Pejaten Village,Jakarta Selatan,DKI Jakarta,SIG06,Iced Buttercream Latte,Fore Signature,1,33000,33000,Pick-up (App)
TXN_004470,2025-05-25,11:26,FC_0093,Fore Coffee Location 2,Manado,Sulawesi Utara,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Pick-up (App)
TXN_004471,2025-01-10,12:38,FC_0113,Fore Coffee Location 2,Purwokerto,Jawa Tengah,REF01,Iced Coco Peach Fusion,Refresher,1,29000,29000,Pick-up (App)
TXN_004472,2025-10-27,09:03,FC_0199,Fore Coffee Location 1,Sidoarjo,Jawa Timur,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,GoFood
TXN_004473,2025-09-03,14:42,FC_0344,Fore Coffee La Piazza,Jakarta Utara,DKI Jakarta,SIG04,Iced Pandan Latte,Fore Signature,2,29000,58000,Dine-in
TXN_004474,2025-11-12,16:19,FC_0284,Fore Coffee Simpang Lima,Semarang,Jawa Tengah,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Dine-in
TXN_004475,2025-07-20,09:57,FC_0041,Fore Coffee Sleman City Hall,Yogyakarta,DI Yogyakarta,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Dine-in
TXN_004476,2025-12-06,13:01,FC_0174,Fore Coffee Hartono Mall,Yogyakarta,DI Yogyakarta,COF01,Iced Cafe Latte,Coffee,2,29000,58000,GrabFood
TXN_004477,2025-06-13,17:29,FC_0092,Fore Coffee Ijen,Malang,Jawa Timur,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,GoFood
TXN_004478,2026-01-11,14:42,FC_0050,Fore Coffee Grand Indonesia,Jakarta Pusat,DKI Jakarta,DEL03,Almond Croissant,Fore Deli,3,36000,108000,GrabFood
TXN_004479,2025-03-19,10:09,FC_0097,Fore Coffee Location 3,Padang,Sumatera Barat,COF01,Iced Cafe Latte,Coffee,1,29000,29000,GrabFood
TXN_004480,2025-07-26,20:26,FC_0029,Fore Coffee Pulomas,Jakarta Timur,DKI Jakarta,DEL03,Almond Croissant,Fore Deli,1,36000,36000,Pick-up (App)
TXN_004481,2025-04-18,18:40,FC_0002,Fore Coffee Rawamangun,Jakarta Timur,DKI Jakarta,COF03,Iced Cappuccino,Coffee,1,29000,29000,GoFood
TXN_004482,2025-11-23,14:01,FC_0311,Fore Coffee Location 1,Cimahi,Jawa Barat,SIG01,Iced Aren Latte,Fore Signature,3,29000,87000,Dine-in
TXN_004483,2025-02-16,15:47,FC_0214,Fore Coffee Pandanaran,Semarang,Jawa Tengah,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,Pick-up (App)
TXN_004484,2025-09-04,15:05,FC_0179,Fore Coffee Location 1,Sukabumi,Jawa Barat,NCF03,Iced Classic Milo,Non Coffee,2,25000,50000,ShopeeFood
TXN_004485,2025-09-29,09:51,FC_0094,Fore Coffee Lippo Mall Kuta,Denpasar,Bali,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Dine-in
TXN_004486,2025-12-31,11:45,FC_0172,Fore Coffee Area 11,Jakarta Timur,DKI Jakarta,SIG05,Hot Pandan Latte,Fore Signature,2,29000,58000,Dine-in
TXN_004487,2025-05-24,21:54,FC_0239,Fore Coffee Summarecon Mall Bekasi,Bekasi,Jawa Barat,REF01,Iced Coco Peach Fusion,Refresher,1,29000,29000,ShopeeFood
TXN_004488,2025-12-13,16:08,FC_0137,Fore Coffee Manhattan Times Square,Medan,Sumatera Utara,SIG07,Iced Kopi Dari Tani,Fore Signature,4,25000,100000,Dine-in
TXN_004489,2025-10-04,15:19,FC_0119,Fore Coffee Area 7,Yogyakarta,DI Yogyakarta,TEA01,Iced English Breakfast,Tea,3,29000,87000,Dine-in
TXN_004490,2026-02-21,18:35,FC_0232,Fore Coffee Jatinegara,Jakarta Timur,DKI Jakarta,DEL02,Chicken Teriyaki Sandwich,Fore Deli,2,39000,78000,Dine-in
TXN_004491,2025-08-30,14:22,FC_0147,Fore Coffee Bintaro Jaya Xchange,Tangerang,Banten,SIG07,Iced Kopi Dari Tani,Fore Signature,2,25000,50000,Dine-in
TXN_004492,2026-01-06,15:34,FC_0132,Fore Coffee Beachwalk Kuta,Denpasar,Bali,COF01,Iced Cafe Latte,Coffee,2,29000,58000,GrabFood
TXN_004493,2025-01-16,12:22,FC_0203,Fore Coffee Location 2,Kendari,Sulawesi Tenggara,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,Dine-in
TXN_004494,2025-08-10,07:44,FC_0192,Fore Coffee Location 2,Badung,Bali,NCF02,Iced Matcha Green Tea,Non Coffee,1,34000,34000,Pick-up (App)
TXN_004495,2025-06-27,19:14,FC_0338,Fore Coffee Area 10,Semarang,Jawa Tengah,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Dine-in
TXN_004496,2025-05-30,10:29,FC_0275,Fore Coffee Location 2,Batam,Kepulauan Riau,SIG06,Iced Buttercream Latte,Fore Signature,2,33000,66000,GoFood
TXN_004497,2025-11-07,17:36,FC_0200,Fore Coffee Location 3,Purwokerto,Jawa Tengah,COF07,Double Iced Shaken Latte,Coffee,2,33000,66000,GrabFood
TXN_004498,2025-04-30,11:50,FC_0232,Fore Coffee Jatinegara,Jakarta Timur,DKI Jakarta,COF03,Iced Cappuccino,Coffee,1,34000,34000,Dine-in
TXN_004499,2025-10-28,13:41,FC_0300,Fore Coffee The Breeze BSD,Jakarta Selatan,DKI Jakarta,COF01,Iced Cafe Latte,Coffee,1,29000,29000,Dine-in
TXN_004500,2025-09-02,16:26,FC_0327,Fore Coffee Antapani,Bandung,Jawa Barat,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,Pick-up (App)
TXN_004501,2026-02-08,20:19,FC_0042,Fore Coffee Malang Town Square,Malang,Jawa Timur,NCF03,Iced Classic Milo,Non Coffee,1,25000,25000,Dine-in
TXN_004502,2025-12-23,09:40,FC_0032,Fore Coffee Grand City Mall,Surabaya,Jawa Timur,NCF01,Iced Dark Chocolate,Non Coffee,3,34000,102000,Walk-in Takeaway
TXN_004503,2025-01-23,14:09,FC_0118,Fore Coffee Duren Sawit,Jakarta Timur,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,GrabFood
TXN_004504,2025-03-26,12:01,FC_0076,Fore Coffee Location 1,Mataram,Nusa Tenggara Barat,NCF03,Iced Classic Milo,Non Coffee,1,25000,25000,GrabFood
TXN_004505,2025-06-19,08:59,FC_0012,Fore Coffee Soekarno Hatta Malang,Malang,Jawa Timur,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,GrabFood
TXN_004506,2025-07-15,13:06,FC_0343,Fore Coffee Location 4,Batam,Kepulauan Riau,NCF03,Iced Classic Milo,Non Coffee,2,25000,50000,Pick-up (App)
TXN_004507,2025-08-13,11:08,FC_0201,Fore Coffee Location 2,Bogor,Jawa Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,4,33000,132000,Pick-up (App)
TXN_004508,2025-06-28,08:57,FC_0242,Fore Coffee Location 2,Cimahi,Jawa Barat,NCF03,Iced Classic Milo,Non Coffee,2,25000,50000,Dine-in
TXN_004509,2025-11-27,09:27,FC_0291,Fore Coffee Istana Plaza,Bandung,Jawa Barat,COF04,Iced Bumi Latte,Coffee,2,25000,50000,Pick-up (App)
TXN_004510,2025-05-30,16:34,FC_0065,Fore Coffee Hertasning,Makassar,Sulawesi Selatan,AMR02,Hot Americano,Americano,4,23000,92000,Pick-up (App)
TXN_004511,2025-11-16,09:29,FC_0090,Fore Coffee Area 6,Malang,Jawa Timur,COF03,Iced Cappuccino,Coffee,2,29000,58000,Pick-up (App)
TXN_004512,2025-10-15,14:03,FC_0242,Fore Coffee Location 2,Cimahi,Jawa Barat,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,Dine-in
TXN_004513,2025-03-27,11:00,FC_0056,Fore Coffee Pesona Square,Depok,Jawa Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Dine-in
TXN_004514,2025-08-26,09:28,FC_0220,Fore Coffee Pejaten Village,Jakarta Selatan,DKI Jakarta,NCF01,Iced Dark Chocolate,Non Coffee,1,34000,34000,GrabFood
TXN_004515,2025-12-17,09:49,FC_0104,Fore Coffee Location 3,Samarinda,Kalimantan Timur,COF05,Iced Malty Latte,Coffee,1,27000,27000,Dine-in
TXN_004516,2025-01-09,08:57,FC_0171,Fore Coffee Location 2,Samarinda,Kalimantan Timur,AMR03,Iced Manuka Americano,Americano,2,29000,58000,Pick-up (App)
TXN_004517,2025-08-02,13:11,FC_0307,Fore Coffee Location 3,Bandar Lampung,Lampung,NCF05,Iced Matcha Butter Salt Cream,Non Coffee,2,31000,62000,GrabFood
TXN_004518,2025-02-05,16:28,FC_0153,Fore Coffee Gading Serpong,Tangerang,Banten,SIG04,Iced Pandan Latte,Fore Signature,2,29000,58000,GrabFood
TXN_004519,2026-03-01,07:42,FC_0309,Fore Coffee Tiong Bahru,Singapore,Singapore,NCF03,Iced Classic Milo,Non Coffee,5,25000,125000,Pick-up (App)
TXN_004520,2025-06-03,11:17,FC_0227,Fore Coffee Location 1,Palu,Sulawesi Tengah,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,Dine-in
TXN_004521,2025-06-09,12:30,FC_0271,Fore Coffee Location 5,Batam,Kepulauan Riau,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,Dine-in
TXN_004522,2025-03-01,12:42,FC_0260,Fore Coffee Atrium Senen,Jakarta Pusat,DKI Jakarta,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,Pick-up (App)
TXN_004523,2025-11-06,09:32,FC_0148,Fore Coffee Location 2,Pontianak,Kalimantan Barat,COF04,Iced Bumi Latte,Coffee,1,25000,25000,Walk-in Takeaway
TXN_004524,2025-05-03,11:10,FC_0104,Fore Coffee Location 3,Samarinda,Kalimantan Timur,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,ShopeeFood
TXN_004525,2025-07-27,14:03,FC_0079,Fore Coffee Jakabaring,Palembang,Sumatera Selatan,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Dine-in
TXN_004526,2025-06-28,18:57,FC_0143,Fore Coffee Location 4,Pekanbaru,Riau,SIG07,Iced Kopi Dari Tani,Fore Signature,2,25000,50000,Dine-in
TXN_004527,2025-07-04,14:41,FC_0186,Fore Coffee Sunter Mall,Jakarta Utara,DKI Jakarta,COF01,Iced Cafe Latte,Coffee,1,29000,29000,GrabFood
TXN_004528,2025-01-18,11:28,FC_0199,Fore Coffee Location 1,Sidoarjo,Jawa Timur,SIG02,Hot Aren Latte,Fore Signature,3,29000,87000,Dine-in
TXN_004529,2025-01-29,12:30,FC_0060,Fore Coffee Location 3,Balikpapan,Kalimantan Timur,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,GrabFood
TXN_004530,2026-01-02,12:47,FC_0300,Fore Coffee The Breeze BSD,Jakarta Selatan,DKI Jakarta,SIG06,Iced Buttercream Latte,Fore Signature,1,33000,33000,Dine-in
TXN_004531,2025-04-25,15:24,FC_0220,Fore Coffee Pejaten Village,Jakarta Selatan,DKI Jakarta,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,GrabFood
TXN_004532,2025-08-19,16:48,FC_0343,Fore Coffee Location 4,Batam,Kepulauan Riau,COF03,Iced Cappuccino,Coffee,3,29000,87000,Pick-up (App)
TXN_004533,2025-05-28,13:44,FC_0091,Fore Coffee Location 1,Samarinda,Kalimantan Timur,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,Dine-in
TXN_004534,2025-01-11,14:02,FC_0098,Fore Coffee Location 4,Bandar Lampung,Lampung,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,GoFood
TXN_004535,2025-03-21,08:13,FC_0280,Fore Coffee Cihampelas Walk,Bandung,Jawa Barat,COF02,Hot Cafe Latte,Coffee,1,29000,29000,Pick-up (App)
TXN_004536,2026-02-26,16:49,FC_0234,Fore Coffee Location 4,Padang,Sumatera Barat,COF02,Hot Cafe Latte,Coffee,2,29000,58000,Pick-up (App)
TXN_004537,2025-12-23,07:20,FC_0058,Fore Coffee Cibubur Junction,Jakarta Timur,DKI Jakarta,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,GoFood
TXN_004538,2025-02-01,17:19,FC_0196,Fore Coffee Location 3,Karawang,Jawa Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,GoFood
TXN_004539,2025-10-22,15:52,FC_0303,Fore Coffee Dharmawangsa Square,Jakarta Selatan,DKI Jakarta,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,Pick-up (App)
TXN_004540,2025-05-31,08:08,FC_0326,Fore Coffee Location 2,Jambi,Jambi,COF01,Iced Cafe Latte,Coffee,1,29000,29000,ShopeeFood
TXN_004541,2025-04-30,18:13,FC_0222,Fore Coffee East Coast Center,Surabaya,Jawa Timur,SIG07,Iced Kopi Dari Tani,Fore Signature,4,25000,100000,Pick-up (App)
TXN_004542,2025-03-02,15:43,FC_0082,Fore Coffee Area 10,Denpasar,Bali,COF02,Hot Cafe Latte,Coffee,1,29000,29000,Dine-in
